FalsePositive,TruePositive,Thresholds,AUC,CohensKappa
0.0,0.0,2.0,0.819460769702321,0.5193315426863141
0.012102874432677761,0.12453531598513011,1.0,0.819460769702321,0.5193315426863141
0.012102874432677761,0.14684014869888476,0.99999994,0.819460769702321,0.5193315426863141
0.012102874432677761,0.16356877323420074,0.9999999,0.819460769702321,0.5193315426863141
0.012102874432677761,0.17100371747211895,0.9999998,0.819460769702321,0.5193315426863141
0.01664145234493192,0.17657992565055763,0.99999976,0.819460769702321,0.5193315426863141
0.01664145234493192,0.1821561338289963,0.9999997,0.819460769702321,0.5193315426863141
0.019667170953101363,0.18773234200743494,0.99999964,0.819460769702321,0.5193315426863141
0.019667170953101363,0.19144981412639406,0.9999996,0.819460769702321,0.5193315426863141
0.019667170953101363,0.19330855018587362,0.99999946,0.819460769702321,0.5193315426863141
0.02118003025718608,0.19516728624535315,0.9999994,0.819460769702321,0.5193315426863141
0.02118003025718608,0.19888475836431227,0.99999934,0.819460769702321,0.5193315426863141
0.02118003025718608,0.20631970260223048,0.99999887,0.819460769702321,0.5193315426863141
0.02118003025718608,0.2100371747211896,0.9999988,0.819460769702321,0.5193315426863141
0.0226928895612708,0.21189591078066913,0.9999985,0.819460769702321,0.5193315426863141
0.0226928895612708,0.2137546468401487,0.99999845,0.819460769702321,0.5193315426863141
0.0226928895612708,0.2174721189591078,0.9999984,0.819460769702321,0.5193315426863141
0.0226928895612708,0.21933085501858737,0.99999815,0.819460769702321,0.5193315426863141
0.0226928895612708,0.22676579925650558,0.99999774,0.819460769702321,0.5193315426863141
0.0226928895612708,0.23234200743494424,0.9999975,0.819460769702321,0.5193315426863141
0.0226928895612708,0.23605947955390336,0.9999973,0.819460769702321,0.5193315426863141
0.025718608169440244,0.23605947955390336,0.99999696,0.819460769702321,0.5193315426863141
0.025718608169440244,0.2527881040892193,0.99999446,0.819460769702321,0.5193315426863141
0.02723146747352496,0.2527881040892193,0.99999404,0.819460769702321,0.5193315426863141
0.02723146747352496,0.26022304832713755,0.9999909,0.819460769702321,0.5193315426863141
0.028744326777609682,0.26022304832713755,0.99998915,0.819460769702321,0.5193315426863141
0.028744326777609682,0.2620817843866171,0.99998885,0.819460769702321,0.5193315426863141
0.028744326777609682,0.26579925650557623,0.99998873,0.819460769702321,0.5193315426863141
0.028744326777609682,0.2825278810408922,0.99997747,0.819460769702321,0.5193315426863141
0.03177004538577912,0.2825278810408922,0.99997574,0.819460769702321,0.5193315426863141
0.03177004538577912,0.2843866171003718,0.9999719,0.819460769702321,0.5193315426863141
0.03328290468986384,0.2843866171003718,0.99997175,0.819460769702321,0.5193315426863141
0.03328290468986384,0.2862453531598513,0.9999717,0.819460769702321,0.5193315426863141
0.03479576399394856,0.2862453531598513,0.99997085,0.819460769702321,0.5193315426863141
0.03479576399394856,0.28810408921933084,0.99996966,0.819460769702321,0.5193315426863141
0.036308623298033284,0.28810408921933084,0.9999693,0.819460769702321,0.5193315426863141
0.036308623298033284,0.2992565055762082,0.99994695,0.819460769702321,0.5193315426863141
0.036308623298033284,0.30297397769516726,0.999946,0.819460769702321,0.5193315426863141
0.036308623298033284,0.3104089219330855,0.99993,0.819460769702321,0.5193315426863141
0.037821482602118005,0.3104089219330855,0.9999292,0.819460769702321,0.5193315426863141
0.037821482602118005,0.3382899628252788,0.9996455,0.819460769702321,0.5193315426863141
0.039334341906202726,0.3382899628252788,0.99959284,0.819460769702321,0.5193315426863141
0.039334341906202726,0.36617100371747213,0.9970511,0.819460769702321,0.5193315426863141
0.04084720121028744,0.36617100371747213,0.9968618,0.819460769702321,0.5193315426863141
0.04084720121028744,0.3736059479553903,0.99433947,0.819460769702321,0.5193315426863141
0.04387291981845688,0.3736059479553903,0.9916939,0.819460769702321,0.5193315426863141
0.04387291981845688,0.379182156133829,0.99033004,0.819460769702321,0.5193315426863141
0.048411497730711045,0.379182156133829,0.98581004,0.819460769702321,0.5193315426863141
0.048411497730711045,0.38104089219330856,0.98449296,0.819460769702321,0.5193315426863141
0.049924357034795766,0.38104089219330856,0.9820914,0.819460769702321,0.5193315426863141
0.049924357034795766,0.3847583643122677,0.9734299,0.819460769702321,0.5193315426863141
0.05143721633888049,0.3847583643122677,0.97196907,0.819460769702321,0.5193315426863141
0.05143721633888049,0.38661710037174724,0.96266216,0.819460769702321,0.5193315426863141
0.05446293494704992,0.38661710037174724,0.9601776,0.819460769702321,0.5193315426863141
0.05446293494704992,0.39219330855018586,0.9399538,0.819460769702321,0.5193315426863141
0.057488653555219364,0.39219330855018586,0.9347012,0.819460769702321,0.5193315426863141
0.057488653555219364,0.39776951672862454,0.90987474,0.819460769702321,0.5193315426863141
0.059001512859304085,0.39776951672862454,0.89762443,0.819460769702321,0.5193315426863141
0.059001512859304085,0.45539033457249073,0.7499879,0.819460769702321,0.5193315426863141
0.060514372163388806,0.45539033457249073,0.7499657,0.819460769702321,0.5193315426863141
0.060514372163388806,0.4646840148698885,0.74755067,0.819460769702321,0.5193315426863141
0.06505295007564296,0.4646840148698885,0.7373215,0.819460769702321,0.5193315426863141
0.06505295007564296,0.4739776951672863,0.7138435,0.819460769702321,0.5193315426863141
0.0680786686838124,0.4739776951672863,0.68071187,0.819460769702321,0.5193315426863141
0.0680786686838124,0.48141263940520446,0.67428315,0.819460769702321,0.5193315426863141
0.06959152798789713,0.48141263940520446,0.6741147,0.819460769702321,0.5193315426863141
0.06959152798789713,0.4888475836431227,0.6701474,0.819460769702321,0.5193315426863141
0.07110438729198185,0.4888475836431227,0.6692655,0.819460769702321,0.5193315426863141
0.07110438729198185,0.5074349442379182,0.6667594,0.819460769702321,0.5193315426863141
0.07261724659606657,0.5074349442379182,0.6667098,0.819460769702321,0.5193315426863141
0.07261724659606657,0.5130111524163569,0.6666729,0.819460769702321,0.5193315426863141
0.07413010590015129,0.516728624535316,0.6666667,0.819460769702321,0.5193315426863141
0.07413010590015129,0.5185873605947955,0.6666666,0.819460769702321,0.5193315426863141
0.07564296520423601,0.5185873605947955,0.66666645,0.819460769702321,0.5193315426863141
0.07564296520423601,0.5353159851301115,0.66664034,0.819460769702321,0.5193315426863141
0.07866868381240545,0.5353159851301115,0.6666083,0.819460769702321,0.5193315426863141
0.07866868381240545,0.5427509293680297,0.6663495,0.819460769702321,0.5193315426863141
0.08623298033282904,0.5427509293680297,0.6650586,0.819460769702321,0.5193315426863141
0.08623298033282904,0.550185873605948,0.66039175,0.819460769702321,0.5193315426863141
0.08925869894099848,0.550185873605948,0.6514819,0.819460769702321,0.5193315426863141
0.08925869894099848,0.5576208178438662,0.6477727,0.819460769702321,0.5193315426863141
0.09379727685325265,0.5576208178438662,0.6424705,0.819460769702321,0.5193315426863141
0.09379727685325265,0.5631970260223048,0.6384795,0.819460769702321,0.5193315426863141
0.09682299546142209,0.5631970260223048,0.6274552,0.819460769702321,0.5193315426863141
0.09682299546142209,0.5650557620817844,0.6248659,0.819460769702321,0.5193315426863141
0.09833585476550681,0.5650557620817844,0.6195957,0.819460769702321,0.5193315426863141
0.09833585476550681,0.5687732342007435,0.60450935,0.819460769702321,0.5193315426863141
0.09984871406959153,0.5687732342007435,0.6036093,0.819460769702321,0.5193315426863141
0.09984871406959153,0.570631970260223,0.6032597,0.819460769702321,0.5193315426863141
0.1059001512859304,0.570631970260223,0.576424,0.819460769702321,0.5193315426863141
0.1059001512859304,0.5743494423791822,0.54929125,0.819460769702321,0.5193315426863141
0.10741301059001512,0.5743494423791822,0.5486786,0.819460769702321,0.5193315426863141
0.10741301059001512,0.5780669144981413,0.54718703,0.819460769702321,0.5193315426863141
0.11043872919818457,0.5780669144981413,0.53630227,0.819460769702321,0.5193315426863141
0.11043872919818457,0.5817843866171004,0.52785474,0.819460769702321,0.5193315426863141
0.11346444780635401,0.5817843866171004,0.522566,0.819460769702321,0.5193315426863141
0.11346444780635401,0.5855018587360595,0.5222388,0.819460769702321,0.5193315426863141
0.11497730711043873,0.5855018587360595,0.51751757,0.819460769702321,0.5193315426863141
0.11497730711043873,0.5892193308550185,0.5148299,0.819460769702321,0.5193315426863141
0.11649016641452345,0.5892193308550185,0.5143417,0.819460769702321,0.5193315426863141
0.11649016641452345,0.6022304832713755,0.5038973,0.819460769702321,0.5193315426863141
0.11951588502269289,0.6022304832713755,0.5020683,0.819460769702321,0.5193315426863141
0.11951588502269289,0.604089219330855,0.5020146,0.819460769702321,0.5193315426863141
0.12254160363086233,0.604089219330855,0.5011329,0.819460769702321,0.5193315426863141
0.12254160363086233,0.6059479553903345,0.50071293,0.819460769702321,0.5193315426863141
0.12405446293494705,0.6059479553903345,0.50062704,0.819460769702321,0.5193315426863141
0.12405446293494705,0.6096654275092936,0.50037795,0.819460769702321,0.5193315426863141
0.12405446293494705,0.6133828996282528,0.50032604,0.819460769702321,0.5193315426863141
0.12405446293494705,0.6171003717472119,0.5002944,0.819460769702321,0.5193315426863141
0.12556732223903178,0.6171003717472119,0.50025344,0.819460769702321,0.5193315426863141
0.12556732223903178,0.6226765799256505,0.50009835,0.819460769702321,0.5193315426863141
0.12708018154311648,0.6226765799256505,0.5000567,0.819460769702321,0.5193315426863141
0.12708018154311648,0.6245353159851301,0.500053,0.819460769702321,0.5193315426863141
0.12859304084720122,0.6245353159851301,0.5000354,0.819460769702321,0.5193315426863141
0.12859304084720122,0.6319702602230484,0.50000566,0.819460769702321,0.5193315426863141
0.12859304084720122,0.6356877323420075,0.50000525,0.819460769702321,0.5193315426863141
0.12859304084720122,0.6394052044609665,0.5000011,0.819460769702321,0.5193315426863141
0.13010590015128592,0.6394052044609665,0.50000066,0.819460769702321,0.5193315426863141
0.13010590015128592,0.6412639405204461,0.50000054,0.819460769702321,0.5193315426863141
0.13161875945537066,0.6412639405204461,0.5000005,0.819460769702321,0.5193315426863141
0.13161875945537066,0.6431226765799256,0.50000036,0.819460769702321,0.5193315426863141
0.13313161875945537,0.6431226765799256,0.5000003,0.819460769702321,0.5193315426863141
0.1346444780635401,0.6449814126394052,0.5,0.819460769702321,0.5193315426863141
0.1361573373676248,0.6449814126394052,0.49999994,0.819460769702321,0.5193315426863141
0.1361573373676248,0.6468401486988847,0.4999997,0.819460769702321,0.5193315426863141
0.13767019667170954,0.6468401486988847,0.4999994,0.819460769702321,0.5193315426863141
0.13767019667170954,0.6486988847583643,0.49999917,0.819460769702321,0.5193315426863141
0.13918305597579425,0.6486988847583643,0.4999982,0.819460769702321,0.5193315426863141
0.13918305597579425,0.6524163568773235,0.49999624,0.819460769702321,0.5193315426863141
0.1437216338880484,0.6524163568773235,0.49999082,0.819460769702321,0.5193315426863141
0.1437216338880484,0.6598513011152416,0.49998057,0.819460769702321,0.5193315426863141
0.1573373676248109,0.6598513011152416,0.49984807,0.819460769702321,0.5193315426863141
0.1573373676248109,0.6635687732342007,0.4998073,0.819460769702321,0.5193315426863141
0.1588502269288956,0.6635687732342007,0.4998042,0.819460769702321,0.5193315426863141
0.1588502269288956,0.6672862453531598,0.49970794,0.819460769702321,0.5193315426863141
0.16036308623298035,0.6672862453531598,0.49968964,0.819460769702321,0.5193315426863141
0.16036308623298035,0.671003717472119,0.49917433,0.819460769702321,0.5193315426863141
0.1649016641452345,0.671003717472119,0.49905303,0.819460769702321,0.5193315426863141
0.1649016641452345,0.6747211895910781,0.4987137,0.819460769702321,0.5193315426863141
0.16944024205748864,0.6747211895910781,0.49694028,0.819460769702321,0.5193315426863141
0.16944024205748864,0.6765799256505576,0.49682277,0.819460769702321,0.5193315426863141
0.17246596066565809,0.6765799256505576,0.49624458,0.819460769702321,0.5193315426863141
0.17246596066565809,0.6802973977695167,0.4903773,0.819460769702321,0.5193315426863141
0.17700453857791226,0.6802973977695167,0.4871996,0.819460769702321,0.5193315426863141
0.17700453857791226,0.6821561338289963,0.4815862,0.819460769702321,0.5193315426863141
0.18305597579425115,0.6821561338289963,0.47596723,0.819460769702321,0.5193315426863141
0.18305597579425115,0.7007434944237918,0.44436014,0.819460769702321,0.5193315426863141
0.18456883509833585,0.7007434944237918,0.4382408,0.819460769702321,0.5193315426863141
0.18456883509833585,0.7026022304832714,0.4334022,0.819460769702321,0.5193315426863141
0.1875945537065053,0.7026022304832714,0.43162364,0.819460769702321,0.5193315426863141
0.1875945537065053,0.70817843866171,0.41531354,0.819460769702321,0.5193315426863141
0.19364599092284418,0.70817843866171,0.40058666,0.819460769702321,0.5193315426863141
0.19364599092284418,0.7137546468401487,0.39146727,0.819460769702321,0.5193315426863141
0.1951588502269289,0.7137546468401487,0.38708213,0.819460769702321,0.5193315426863141
0.1951588502269289,0.7193308550185874,0.37965116,0.819460769702321,0.5193315426863141
0.19667170953101362,0.7193308550185874,0.3782291,0.819460769702321,0.5193315426863141
0.19667170953101362,0.7211895910780669,0.3778028,0.819460769702321,0.5193315426863141
